"","IncidentMonth","IncidentWeekOfMonth","IncidentDayOfWeek","Make","IncidentAddressType","DeclarationDayOfWeek","DeclarationMonth","DeclarationWeekOfMonth","DriverGender","DriverMaritalStatus","DriverAge","Fault","PolicyType","VehicleCategory","VehiclePrice","FraudFound","PolicyNumber","RepairerDetailID","Deductible","DriverRating","DaysPolicyAccident","DaysPolicyClaim","PastNumberOfClaims","AgeOfVehicle","AgeOfPolicyHolder","PoliceReportFiled","WitnessPresent","AgentType","NumberOfSuppliments","AddressChangeClaim","NumberOfCars","IncidentYear","BasePolicy"
"6180","Nov",4,"Saturday","Toyota","Urban","Monday","Dec",2,"Male","Single",26,"Policy Holder","Sedan - All Perils","Sedan","30000 to 39000",0,14637,16,400,1,"more than 30","more than 30","none","7 years","31 to 35","No","No","External","more than 5","no change","1 vehicle",1996,"All Perils"
"6181","Sep",5,"Friday","Mazda","Urban","Monday","Oct",1,"Male","Married",27,"Policy Holder","Sedan - Liability","Sport","30000 to 39000",0,1428,10,400,4,"more than 30","more than 30","none","7 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"Liability"
"6182","Feb",4,"Saturday","Ford","Urban","Tuesday","Mar",1,"Male","Married",65,"Policy Holder","Sedan - Collision","Sedan","30000 to 39000",0,9755,6,400,3,"more than 30","more than 30","2 to 4","5 years","51 to 65","No","No","External","none","no change","1 vehicle",1995,"Collision"
"6183","Apr",4,"Saturday","Pontiac","Urban","Friday","May",1,"Male","Married",49,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,5852,13,400,2,"more than 30","more than 30","2 to 4","more than 7","41 to 50","No","No","External","none","no change","1 vehicle",1994,"Collision"
"6184","Sep",2,"Tuesday","Toyota","Urban","Thursday","Sep",3,"Male","Single",31,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,9865,14,400,1,"more than 30","more than 30","2 to 4","6 years","31 to 35","No","No","Internal","more than 5","no change","1 vehicle",1995,"Collision"
"6185","Aug",5,"Monday","Mercury","Rural","Thursday","Oct",3,"Male","Married",63,"Third Party","Sedan - All Perils","Sedan","20000 to 29000",0,5986,12,400,1,"more than 30","more than 30","1","more than 7","51 to 65","No","No","External","more than 5","4 to 8 years","2 vehicles",1994,"All Perils"
"6186","Jun",1,"Thursday","Mazda","Urban","Thursday","Jun",1,"Female","Single",24,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,2588,7,400,3,"more than 30","more than 30","2 to 4","5 years","26 to 30","No","No","External","none","no change","1 vehicle",1994,"Liability"
"6187","Jun",3,"Saturday","Mazda","Urban","Thursday","Jun",4,"Male","Married",41,"Policy Holder","Sedan - Collision","Sedan","more than 69000",1,4554,2,400,2,"more than 30","more than 30","1","7 years","36 to 40","No","No","External","1 to 2","no change","1 vehicle",1994,"Collision"
"6188","Feb",1,"Thursday","Honda","Urban","Thursday","Feb",1,"Male","Single",27,"Third Party","Sedan - Collision","Sedan","20000 to 29000",0,13500,14,400,1,"more than 30","more than 30","1","7 years","31 to 35","No","No","External","more than 5","no change","1 vehicle",1996,"Collision"
"6189","Oct",4,"Saturday","Mazda","Urban","Monday","Oct",4,"Male","Married",44,"Third Party","Sedan - Collision","Sedan","20000 to 29000",0,9212,7,400,3,"more than 30","more than 30","none","7 years","36 to 40","No","No","External","none","no change","1 vehicle",1995,"Collision"
"6190","Jun",3,"Tuesday","Accura","Rural","Tuesday","Oct",1,"Male","Married",68,"Policy Holder","Sedan - All Perils","Sedan","more than 69000",0,8208,8,400,1,"more than 30","more than 30","none","more than 7","over 65","No","No","External","none","no change","1 vehicle",1995,"All Perils"
"6191","May",4,"Saturday","Honda","Urban","Monday","May",4,"Male","Married",31,"Third Party","Sport - Collision","Sport","more than 69000",0,3453,8,400,2,"more than 30","more than 30","none","6 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"Collision"
"6192","Sep",2,"Tuesday","Chevrolet","Urban","Tuesday","Sep",2,"Male","Married",40,"Third Party","Sedan - Collision","Sedan","40000 to 59000",0,5487,5,400,1,"more than 30","more than 30","none","more than 7","36 to 40","No","No","External","1 to 2","no change","1 vehicle",1994,"Collision"
"6193","Oct",1,"Monday","Honda","Urban","Tuesday","Oct",1,"Male","Married",29,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,13139,13,400,2,"more than 30","more than 30","2 to 4","6 years","31 to 35","No","No","External","3 to 5","no change","1 vehicle",1996,"Collision"
"6194","Aug",4,"Friday","Honda","Urban","Tuesday","Aug",5,"Male","Married",35,"Policy Holder","Sedan - All Perils","Sedan","less than 20000",1,5930,5,400,3,"more than 30","more than 30","none","7 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"6195","Feb",3,"Sunday","Pontiac","Urban","Tuesday","Feb",4,"Male","Single",28,"Policy Holder","Sedan - All Perils","Sedan","30000 to 39000",0,6077,14,700,2,"more than 30","more than 30","2 to 4","7 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"6196","Oct",4,"Friday","Pontiac","Urban","Friday","Oct",4,"Male","Married",35,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,9716,11,400,2,"more than 30","more than 30","2 to 4","7 years","31 to 35","No","No","External","3 to 5","no change","1 vehicle",1995,"Collision"
"6197","Feb",4,"Tuesday","Toyota","Urban","Friday","Feb",4,"Male","Married",77,"Policy Holder","Sedan - Collision","Sedan","less than 20000",0,7070,6,400,2,"more than 30","more than 30","1","more than 7","over 65","No","No","External","none","no change","1 vehicle",1995,"Collision"
"6198","May",2,"Monday","Pontiac","Urban","Wednesday","May",4,"Male","Married",44,"Third Party","Sedan - All Perils","Sedan","less than 20000",0,13379,15,400,2,"more than 30","more than 30","1","6 years","36 to 40","No","No","External","more than 5","no change","1 vehicle",1996,"All Perils"
"6199","Jul",5,"Friday","Honda","Urban","Monday","Aug",1,"Female","Single",31,"Third Party","Sedan - Collision","Sedan","20000 to 29000",0,11281,10,400,3,"more than 30","more than 30","1","6 years","31 to 35","No","No","External","3 to 5","no change","1 vehicle",1995,"Collision"
"6200","Dec",3,"Wednesday","Mazda","Urban","Friday","Apr",3,"Male","Married",65,"Third Party","Sedan - All Perils","Sedan","30000 to 39000",0,6741,5,400,1,"more than 30","more than 30","2 to 4","more than 7","51 to 65","No","No","External","more than 5","no change","1 vehicle",1995,"All Perils"
"6201","Oct",2,"Tuesday","Toyota","Urban","Friday","Nov",2,"Male","Single",37,"Policy Holder","Sedan - Liability","Sport","30000 to 39000",0,7448,2,400,4,"more than 30","more than 30","more than 4","7 years","36 to 40","No","No","External","1 to 2","no change","1 vehicle",1995,"Liability"
"6202","Aug",4,"Thursday","Saab","Urban","Saturday","Sep",2,"Male","Married",63,"Third Party","Sedan - All Perils","Sedan","30000 to 39000",0,1506,15,400,4,"more than 30","more than 30","2 to 4","7 years","51 to 65","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"6203","Jun",2,"Monday","Pontiac","Urban","Monday","Jun",2,"Male","Married",39,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,6785,7,400,2,"more than 30","more than 30","1","7 years","36 to 40","No","No","External","1 to 2","no change","1 vehicle",1995,"Liability"
"6204","Apr",4,"Tuesday","Honda","Urban","Tuesday","Jun",2,"Male","Single",37,"Policy Holder","Sedan - All Perils","Sedan","30000 to 39000",0,6377,16,400,3,"more than 30","more than 30","1","7 years","36 to 40","No","No","External","more than 5","no change","1 vehicle",1995,"All Perils"
"6205","Oct",2,"Thursday","Mazda","Urban","Wednesday","Oct",3,"Female","Married",50,"Policy Holder","Sedan - Liability","Sport","30000 to 39000",0,4433,4,400,1,"more than 30","more than 30","none","7 years","41 to 50","No","No","External","none","no change","1 vehicle",1994,"Liability"
"6206","Mar",3,"Sunday","Pontiac","Urban","Tuesday","Apr",1,"Male","Married",57,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,2171,16,700,2,"more than 30","more than 30","2 to 4","more than 7","51 to 65","No","No","External","none","no change","1 vehicle",1994,"Collision"
"6207","Nov",4,"Saturday","Honda","Rural","Tuesday","Nov",5,"Male","Married",42,"Policy Holder","Sedan - Collision","Sedan","30000 to 39000",0,12457,8,400,4,"more than 30","more than 30","2 to 4","7 years","36 to 40","No","No","External","more than 5","no change","1 vehicle",1996,"Collision"
"6208","Apr",1,"Tuesday","Mazda","Urban","Tuesday","May",1,"Male","Single",35,"Third Party","Sport - Collision","Sport","more than 69000",0,7567,1,400,4,"more than 30","more than 30","1","6 years","31 to 35","No","No","External","more than 5","no change","1 vehicle",1995,"Collision"
"6209","Dec",3,"Sunday","Pontiac","Urban","Wednesday","Dec",4,"Female","Married",62,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,10093,7,400,2,"more than 30","more than 30","none","7 years","51 to 65","No","No","External","more than 5","no change","1 vehicle",1995,"Liability"
"6210","Dec",3,"Tuesday","Honda","Urban","Thursday","Apr",3,"Male","Single",0,"Policy Holder","Utility - All Perils","Utility","more than 69000",0,9541,10,400,3,"more than 30","more than 30","2 to 4","new","16 to 17","No","No","External","none","no change","1 vehicle",1995,"All Perils"
"6211","Dec",3,"Thursday","Pontiac","Rural","Sunday","Jan",1,"Male","Married",54,"Third Party","Sedan - Liability","Sport","20000 to 29000",0,13278,7,400,4,"more than 30","more than 30","more than 4","more than 7","41 to 50","No","No","External","none","no change","1 vehicle",1996,"Liability"
"6212","Jun",2,"Monday","Pontiac","Urban","Thursday","Jun",4,"Male","Married",33,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,231,13,400,1,"more than 30","more than 30","none","6 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"Collision"
"6213","Feb",1,"Saturday","Pontiac","Rural","Tuesday","Apr",4,"Male","Married",27,"Policy Holder","Sedan - Collision","Sedan","30000 to 39000",1,9850,13,400,3,"more than 30","more than 30","none","6 years","31 to 35","No","No","External","3 to 5","4 to 8 years","2 vehicles",1995,"Collision"
"6214","Nov",5,"Wednesday","Toyota","Rural","Wednesday","Nov",5,"Male","Single",32,"Policy Holder","Sedan - Liability","Sport","30000 to 39000",0,11194,13,400,4,"more than 30","more than 30","2 to 4","7 years","31 to 35","No","No","External","more than 5","1 year","3 to 4",1995,"Liability"
"6215","Aug",4,"Monday","Accura","Urban","Monday","Aug",4,"Male","Married",52,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,12205,2,400,1,"more than 30","more than 30","more than 4","more than 7","41 to 50","No","No","External","none","no change","1 vehicle",1996,"Liability"
"6216","Mar",4,"Saturday","Toyota","Urban","Friday","Apr",1,"Female","Single",29,"Policy Holder","Sedan - All Perils","Sedan","less than 20000",0,429,11,400,1,"more than 30","more than 30","none","6 years","31 to 35","No","No","External","1 to 2","no change","more than 8",1994,"All Perils"
"6217","Aug",4,"Saturday","Pontiac","Urban","Friday","Sep",1,"Male","Single",32,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,14764,11,400,3,"more than 30","more than 30","1","6 years","31 to 35","No","No","External","none","4 to 8 years","2 vehicles",1996,"Collision"
"6218","Sep",3,"Sunday","Accura","Urban","Thursday","Oct",3,"Male","Married",28,"Policy Holder","Utility - All Perils","Utility","more than 69000",0,9525,9,400,1,"more than 30","more than 30","1","7 years","31 to 35","No","No","External","none","no change","1 vehicle",1995,"All Perils"
"6219","Nov",1,"Saturday","Toyota","Urban","Saturday","Nov",1,"Male","Single",29,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,7226,11,400,4,"more than 30","more than 30","2 to 4","6 years","31 to 35","No","No","External","none","no change","1 vehicle",1995,"Liability"
"6220","Mar",2,"Thursday","Mazda","Urban","Wednesday","Mar",5,"Male","Married",47,"Policy Holder","Utility - Liability","Utility","more than 69000",0,2735,11,400,3,"more than 30","more than 30","none","more than 7","41 to 50","No","No","External","more than 5","no change","1 vehicle",1994,"Liability"
"6221","Jan",2,"Wednesday","Pontiac","Urban","Monday","Jan",4,"Male","Married",29,"Policy Holder","Sedan - All Perils","Sedan","20000 to 29000",1,557,5,400,3,"more than 30","more than 30","none","6 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"6222","Apr",4,"Saturday","Pontiac","Urban","Monday","Apr",4,"Male","Married",25,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,4152,12,400,3,"more than 30","more than 30","2 to 4","5 years","26 to 30","No","No","Internal","3 to 5","no change","1 vehicle",1994,"Collision"
"6223","Dec",2,"Monday","Toyota","Urban","Tuesday","Feb",2,"Male","Married",37,"Third Party","Sedan - All Perils","Sedan","20000 to 29000",0,11987,10,400,4,"more than 30","more than 30","none","7 years","36 to 40","No","No","External","none","no change","1 vehicle",1996,"All Perils"
"6224","Oct",4,"Sunday","Pontiac","Urban","Wednesday","Oct",4,"Male","Single",23,"Policy Holder","Sedan - Collision","Sedan","30000 to 39000",0,9470,15,400,2,"more than 30","more than 30","more than 4","3 years","26 to 30","No","No","External","1 to 2","no change","1 vehicle",1995,"Collision"
"6225","May",1,"Friday","Honda","Urban","Monday","May",2,"Male","Married",27,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,3019,16,400,3,"more than 30","more than 30","none","6 years","31 to 35","No","No","External","1 to 2","no change","1 vehicle",1994,"Collision"
"6226","Jun",5,"Thursday","Toyota","Urban","Tuesday","Jul",1,"Male","Married",44,"Policy Holder","Sedan - All Perils","Sedan","20000 to 29000",0,7866,15,400,2,"more than 30","more than 30","more than 4","7 years","36 to 40","No","No","External","none","no change","1 vehicle",1995,"All Perils"
"6227","Nov",3,"Monday","Honda","Urban","Monday","Nov",3,"Male","Married",48,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,5446,15,400,4,"more than 30","more than 30","2 to 4","7 years","41 to 50","No","No","External","more than 5","no change","1 vehicle",1994,"Liability"
"6228","Jul",4,"Tuesday","Honda","Urban","Wednesday","Jul",4,"Male","Married",58,"Policy Holder","Sedan - All Perils","Sedan","30000 to 39000",0,7543,4,400,4,"more than 30","more than 30","1","more than 7","51 to 65","No","No","External","1 to 2","no change","1 vehicle",1995,"All Perils"
"6229","Jun",1,"Saturday","Mercury","Urban","Monday","Jun",1,"Female","Married",29,"Policy Holder","Sedan - Collision","Sedan","more than 69000",0,11557,7,400,2,"more than 30","more than 30","2 to 4","6 years","31 to 35","No","No","External","more than 5","no change","1 vehicle",1996,"Collision"
"6230","Feb",4,"Friday","Honda","Urban","Friday","Mar",1,"Female","Divorced",38,"Third Party","Sedan - All Perils","Sedan","20000 to 29000",0,1847,9,400,2,"more than 30","more than 30","1","7 years","36 to 40","No","No","External","none","no change","5 to 8",1994,"All Perils"
"6231","Apr",3,"Thursday","Pontiac","Urban","Thursday","Apr",3,"Male","Married",49,"Policy Holder","Sedan - Liability","Sport","30000 to 39000",0,7269,4,400,1,"more than 30","more than 30","1","more than 7","41 to 50","No","No","External","3 to 5","no change","1 vehicle",1995,"Liability"
"6232","May",1,"Thursday","Pontiac","Urban","Wednesday","Jun",1,"Male","Married",37,"Policy Holder","Sedan - Collision","Sedan","30000 to 39000",0,11560,9,400,4,"more than 30","more than 30","2 to 4","7 years","36 to 40","No","No","External","none","no change","1 vehicle",1996,"Collision"
"6233","Dec",3,"Friday","Toyota","Urban","Tuesday","Jan",1,"Male","Married",50,"Policy Holder","Sedan - All Perils","Sedan","less than 20000",0,14678,5,400,1,"more than 30","more than 30","1","more than 7","41 to 50","No","No","External","none","no change","1 vehicle",1996,"All Perils"
"6234","Mar",2,"Sunday","Mazda","Urban","Monday","Mar",2,"Male","Married",45,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,3594,2,400,4,"more than 30","more than 30","1","6 years","36 to 40","No","No","External","none","no change","1 vehicle",1994,"Collision"
"6235","Mar",3,"Tuesday","Pontiac","Urban","Wednesday","Mar",4,"Male","Single",29,"Third Party","Sedan - Liability","Sport","30000 to 39000",0,9703,11,400,2,"more than 30","more than 30","more than 4","6 years","31 to 35","No","No","External","1 to 2","4 to 8 years","2 vehicles",1995,"Liability"
"6236","Dec",2,"Monday","Toyota","Urban","Tuesday","Dec",3,"Male","Single",46,"Policy Holder","Sedan - All Perils","Sedan","more than 69000",0,13217,9,400,2,"more than 30","more than 30","2 to 4","more than 7","41 to 50","No","No","External","more than 5","no change","1 vehicle",1996,"All Perils"
"6237","May",4,"Thursday","Saturn","Urban","Wednesday","Jun",4,"Male","Married",43,"Policy Holder","Sedan - Collision","Sedan","30000 to 39000",0,4101,15,400,4,"more than 30","more than 30","more than 4","more than 7","36 to 40","No","No","External","none","no change","3 to 4",1994,"Collision"
